step,loss_total,loss_per_pos,grad_norm_total,grad_norm_per_pos,grad_ratio_per_pos,handle_ratio,dd_per_pos,cos_per_pos
14000,1.1895345449447632,"[0.992755651473999, 1.9451627731323242, 2.2663259506225586, 2.0569190979003906, 1.592775821685791, 0.6577138900756836, 0.004622792359441519, 4.880103006144054e-07]",4.896701335906982,"[14.003266334533691, 13.904655456542969, 9.850502014160156, 18.883087158203125, 20.003541946411133, 21.287399291992188, 1.7708492279052734, 5.1581202569650486e-05]","[2.8597346200899065, 2.8395963941238627, 2.0116607770066532, 3.856287296865644, 4.085105579081844, 4.347293786511745, 0.3616412573337539, 1.0533867399959866e-05]","[14.105450630187988, 7.148324966430664, 4.346462726593018, 9.180276870727539, 12.558918952941895, 32.36574172973633, 383.068359375, 103.57456970214844]","[25.129249572753906, 23.692413330078125, 10.910037994384766, 42.240840911865234, 41.52640151977539, 48.888816833496094, -0.5662832260131836, 2.42702299146913e-06]","[0.3664768574578316, 0.3479729241441575, 0.22618525138429535, 0.4568313942210064, 0.4239491625010927, 0.46901129809306563, -0.06530530996227515, 0.009609013674540534]"
14500,1.1898967027664185,"[1.076700210571289, 1.9476580619812012, 2.2111964225769043, 2.1272997856140137, 1.6058557033538818, 0.5491447448730469, 0.0013188062002882361, 3.3527591369875154e-08]",5.627274513244629,"[20.30229377746582, 17.335887908935547, 10.957857131958008, 13.500029563903809, 17.218902587890625, 22.15711784362793, 0.33862799406051636, 3.397609589228523e-06]","[3.607837813790912, 3.0806899269145216, 1.9472760936341489, 2.399035186950535, 3.059900942696748, 3.9374510327295837, 0.06017619955513187, 6.03775341194346e-07]","[18.85603141784668, 8.900888442993164, 4.955623626708984, 6.3460869789123535, 10.72257137298584, 40.348411560058594, 256.7666320800781, 78.05645751953125]","[62.405914306640625, 42.99138641357422, 19.229904174804688, 26.78827667236328, 38.565208435058594, 63.43585205078125, -0.08680523931980133, -1.1301922313577961e-06]","[0.5462387944042789, 0.44069412291366433, 0.3118554832980254, 0.3526240705677186, 0.3980082846668187, 0.5087722415694947, -0.04555383863719679, -0.05911269264071416]"
15000,1.128655195236206,"[1.0868370532989502, 1.786110520362854, 2.216331720352173, 1.917654037475586, 1.4125280380249023, 0.6072348356246948, 0.0025438829325139523, 9.145341550720332e-07]",8.058465003967285,"[28.091856002807617, 27.527179718017578, 15.252403259277344, 18.61989402770996, 14.854352951049805, 27.375734329223633, 0.7237539887428284, 0.0002140557044185698]","[3.486005832249397, 3.415933394817201, 1.8927181853825004, 2.3106005943493146, 1.843322883916083, 3.397140065229074, 0.08981288475987859, 2.6562838495071635e-05]","[25.847347259521484, 15.4118013381958, 6.8818230628967285, 9.709725379943848, 10.516146659851074, 45.08261489868164, 284.5064697265625, 231.52816772460938]","[137.09780883789062, 135.30809020996094, 52.35124588012695, 71.71882629394531, 36.170936584472656, 86.8564224243164, 0.007509625516831875, 4.083558815182187e-05]","[0.6056165794285452, 0.6099717501080795, 0.4259282229858836, 0.4779733079048966, 0.30217163266769137, 0.39371669899784684, 0.0012875822649226875, 0.023673348142849545]"
15500,1.1551709175109863,"[0.7281652688980103, 1.9141528606414795, 2.270714044570923, 2.0778260231018066, 1.517883062362671, 0.7307656407356262, 0.001856634160503745, 3.4307784062548308e-06]",12.639641761779785,"[9.565123558044434, 21.913280487060547, 13.128934860229492, 22.21845817565918, 54.31130599975586, 33.09309387207031, 0.7442893385887146, 0.0005598834832198918]","[0.7567559064029652, 1.7336947438908223, 1.0387109941619745, 1.757839232662762, 4.296902319176829, 2.618198719218327, 0.058885319110809305, 4.429583478488197e-05]","[13.135924339294434, 11.448031425476074, 5.781853199005127, 10.693127632141113, 35.78095626831055, 45.28550720214844, 400.8788146972656, 162.72000122070312]","[16.145954132080078, 144.28396606445312, 80.01951599121094, 170.12945556640625, 596.811767578125, 271.709228515625, -1.0155243873596191, 6.818676047259942e-05]","[0.13354830023348627, 0.5209258497336876, 0.48220494688662974, 0.6058021757461571, 0.8693854475296571, 0.649579413766571, -0.10794779957044863, 0.009635353149115193]"
16000,1.1314588785171509,"[0.783820390701294, 1.7974929809570312, 2.1164731979370117, 1.9536844491958618, 1.6219744682312012, 0.7762987613677979, 0.0019265221199020743, 8.568163423205988e-08]",7.627366065979004,"[12.423091888427734, 15.961614608764648, 12.792206764221191, 16.348628997802734, 32.734947204589844, 34.17021179199219, 0.6896088719367981, 1.131373574025929e-05]","[1.6287525445827908, 2.0926771405347395, 1.6771460362023753, 2.143417381096199, 4.291776075964197, 4.479949106468682, 0.09041245247330133, 1.4833083455536397e-06]","[15.849411964416504, 8.879931449890137, 6.04411506652832, 8.368101119995117, 20.182159423828125, 44.0168342590332, 357.9534606933594, 118.24353790283203]","[17.618572235107422, 33.64577865600586, 28.936725616455078, 49.533424377441406, 171.51434326171875, 164.03541564941406, 0.12944288551807404, 5.651580067933537e-06]","[0.18593725858011614, 0.2763625381192571, 0.29657143973241346, 0.39723035116626865, 0.6869327301062055, 0.6293835134333094, 0.024609384690352704, 0.06549215242921977]"
16500,1.086177110671997,"[0.6927627325057983, 1.775159478187561, 2.1412105560302734, 2.0801477432250977, 1.3964582681655884, 0.6031852960586548, 0.00048619037261232734, 6.516615940199699e-06]",6.117012977600098,"[11.458477973937988, 18.081356048583984, 12.550091743469238, 22.441373825073242, 15.059967994689941, 27.302444458007812, 0.06316442787647247, 0.003089544828981161]","[1.8732145927919088, 2.955912651288487, 2.0516699554874975, 3.6686817417669957, 2.4619807167056975, 4.463362192950496, 0.010326024827440194, 0.000505074100757146]","[16.54026222229004, 10.185765266418457, 5.861213207244873, 10.788355827331543, 10.784401893615723, 45.26377868652344, 129.91439819335938, 473.3762512207031]","[27.1070556640625, 38.20240020751953, 25.52800750732422, 61.716041564941406, 35.51844787597656, 111.30058288574219, -0.028850842267274857, -0.0008548391051590443]","[0.3867372559834183, 0.3453983430877381, 0.33252983467993835, 0.4495823165536608, 0.3855587188040983, 0.6664330161905115, -0.07467006471728016, -0.04523248813883428]"
17000,1.0982364416122437,"[0.7002003192901611, 1.8867502212524414, 2.1578803062438965, 2.044313430786133, 1.3361836671829224, 0.6579858064651489, 0.002577490173280239, 4.56347038380045e-07]",8.649031639099121,"[19.35346794128418, 30.244609832763672, 14.821623802185059, 19.021703720092773, 29.775297164916992, 40.79219055175781, 0.901917040348053, 5.455218342831358e-05]","[2.237645640443053, 3.496878158710717, 1.7136743650216166, 2.199287101009387, 3.4426162843842216, 4.716388175452057, 0.10427953995113333, 6.307316900276215e-06]","[27.63990020751953, 16.03000259399414, 6.868603229522705, 9.30469036102295, 22.28383445739746, 61.99554443359375, 349.9192810058594, 116.97765350341797]","[47.02979278564453, 125.67906188964844, 33.78758239746094, 39.56314468383789, 114.80687713623047, 236.34561157226562, 1.2338554859161377, 5.9076559409732e-05]","[0.28096148005895455, 0.4804491818944584, 0.2635687070140487, 0.24047719946816984, 0.4458043619550574, 0.6698892820572241, 0.15817222294776334, 0.12520900684348904]"
17500,1.057055950164795,"[0.6682035326957703, 1.6482465267181396, 2.097428798675537, 1.8375284671783447, 1.5751492977142334, 0.6289283633232117, 0.0009618120384402573, 2.88709316009772e-07]",15.550353050231934,"[25.283002853393555, 18.2982234954834, 22.637805938720703, 25.693506240844727, 63.72249221801758, 47.178428649902344, 0.2603291869163513, 3.428642594371922e-05]","[1.6258796679228102, 1.1767079137287162, 1.4557744036803757, 1.6522780002388118, 4.097816429773417, 3.033913667265495, 0.016741046719352042, 2.204864792005982e-06]","[37.837276458740234, 11.101630210876465, 10.793122291564941, 13.982643127441406, 40.454891204833984, 75.01399230957031, 270.66253662109375, 114.78191375732422]","[111.16647338867188, 88.52185821533203, 151.943359375, 251.880126953125, 828.8519897460938, 502.5027160644531, -0.35851210355758667, 4.747141701955115e-06]","[0.28275150239463487, 0.3111009523197615, 0.43162554324966, 0.6304204259205569, 0.8364576893715898, 0.6849434043382471, -0.08856063191763253, 0.008903683750234235]"
18000,1.002652645111084,"[0.5747913122177124, 1.706054925918579, 2.131695032119751, 1.8041777610778809, 1.3968970775604248, 0.40640735626220703, 0.0011885679559782147, 9.022484846354928e-06]",12.462047576904297,"[6.7844343185424805, 42.50141143798828, 21.44460678100586, 43.356285095214844, 78.58655548095703, 13.899364471435547, 0.32987260818481445, 0.0013153996551409364]","[0.5444076727098971, 3.4104677562582437, 1.7207932042202108, 3.479065926177839, 6.306070892122108, 1.1153355325969871, 0.026470177244080004, 0.00010555245011090669]","[11.803299903869629, 24.912099838256836, 10.059885025024414, 24.031049728393555, 56.25794219970703, 34.2005729675293, 277.5355224609375, 145.6298828125]","[0.9256535768508911, 306.99609375, 57.959625244140625, 30.51811981201172, 791.7713012695312, 53.85758972167969, 0.39335113763809204, -0.0006870555225759745]","[0.010948268416225088, 0.5796156346559266, 0.21687928688768074, 0.056482811402578575, 0.8084666276195313, 0.31092995603945645, 0.09568519611329297, -0.04191260999801493]"
18500,0.9904786944389343,"[0.43973594903945923, 1.7834913730621338, 2.081930160522461, 1.7995786666870117, 1.3154585361480713, 0.5014899969100952, 0.0021440882701426744, 4.321328219702991e-07]",9.124613761901855,"[7.364734649658203, 16.778079986572266, 13.42699909210205, 10.803845405578613, 20.971670150756836, 59.71940994262695, 0.8636309504508972, 5.124737072037533e-05]","[0.8071283718778648, 1.8387715276920595, 1.4715142407631556, 1.1840331752657938, 2.2983625058542403, 6.5448698981620845, 0.09464849395125405, 5.616387943383345e-06]","[16.748083114624023, 9.407435417175293, 6.44930362701416, 6.003541946411133, 15.942479133605957, 119.08395385742188, 402.79449462890625, 115.9094467163086]","[5.614162445068359, 52.7332878112793, 9.225621223449707, 16.711957931518555, 98.46541595458984, 482.20916748046875, 1.1090232133865356, -1.8199385522166267e-05]","[0.08354363752164853, 0.344451514717668, 0.0753012473207778, 0.16952528471105732, 0.5145602234622353, 0.8849229623215603, 0.1407336490272768, -0.03891980414973865]"
19000,0.9103467464447021,"[0.33809852600097656, 1.5182604789733887, 1.9838998317718506, 1.725062370300293, 1.2185076475143433, 0.4973238408565521, 0.0016197076765820384, 1.6689067479092046e-06]",7.80953311920166,"[12.919051170349121, 23.25255584716797, 13.230624198913574, 26.089609146118164, 36.936092376708984, 27.824962615966797, 0.33371701836586, 0.00024072725500445813]","[1.654266775383083, 2.9774578700480614, 1.6941632741633206, 3.340738652093098, 4.729615946680924, 3.5629482827279744, 0.042732006289253645, 3.082479468747894e-05]","[38.210906982421875, 15.315260887145996, 6.6689982414245605, 15.123865127563477, 30.312564849853516, 55.94938278198242, 206.0340576171875, 143.38333129882812]","[35.65266799926758, 74.92416381835938, 25.655054092407227, 86.21332550048828, 141.69656372070312, 123.47534942626953, 0.2933400869369507, 2.791531733237207e-05]","[0.35337542641587644, 0.412597068133245, 0.24829474591330195, 0.4231377315850311, 0.49122821031810104, 0.5682253480285292, 0.11255582890931208, 0.014848829976134275]"
19500,1.1582374572753906,"[0.7744613885879517, 1.8188660144805908, 2.2536368370056152, 2.0302114486694336, 1.6045564413070679, 0.7632077932357788, 0.02095934748649597, 7.003505970715196e-07]",25.659515380859375,"[18.036224365234375, 42.20125198364258, 25.90614128112793, 30.410694122314453, 89.8418197631836, 94.49967956542969, 8.337657928466797, 0.00010668703907867894]","[0.7029058849134943, 1.6446628612137568, 1.009611479274177, 1.1851624503009595, 3.501306179391088, 3.6828318135704694, 0.3249343490986678, 4.157796337738387e-06]","[23.288732528686523, 23.20195770263672, 11.495260238647461, 14.979077339172363, 55.9916877746582, 123.8190689086914, 397.8012390136719, 150.18927001953125]","[143.25216674804688, 527.9029541015625, 249.59188842773438, 441.5712585449219, 1933.978271484375, 1926.299560546875, 44.68954849243164, -6.533198757097125e-05]","[0.30953311666325695, 0.48750638385828166, 0.37547349698909543, 0.5658821762030891, 0.8389278279510225, 0.7944106173029161, 0.20888797697436387, -0.023865237395424902]"
20000,1.059572458267212,"[0.7322154641151428, 1.8656115531921387, 2.132539749145508, 1.7561482191085815, 1.3709216117858887, 0.6167399883270264, 0.002402820624411106, 3.781158568472165e-07]",10.189597129821777,"[17.476728439331055, 29.23788833618164, 14.521060943603516, 32.349342346191406, 36.630035400390625, 38.787635803222656, 0.5859135985374451, 6.151178240543231e-05]","[1.7151540160682226, 2.8693860967880123, 1.4250868565848294, 3.1747420368087917, 3.594846286236962, 3.806591694356917, 0.05750115446887085, 6.036723691990381e-06]","[23.8682861328125, 15.672012329101562, 6.8092803955078125, 18.420621871948242, 26.71927833557129, 62.89139175415039, 243.8430633544922, 158.4882049560547]","[70.78703308105469, 161.87123107910156, 35.060298919677734, 50.315914154052734, 247.792724609375, 264.00494384765625, 0.7910906076431274, -2.1985795683576725e-05]","[0.3974994741616923, 0.5433337128833919, 0.23695193136050385, 0.15264511063977723, 0.6638870529165014, 0.6679773508530586, 0.13250602841427164, -0.03507735698507162]"
20500,1.0552140474319458,"[0.6626538038253784, 1.5993797779083252, 2.1597700119018555, 1.9618011713027954, 1.519150733947754, 0.5378594398498535, 0.0010969568975269794, 1.0058195130113745e-06]",22.17680549621582,"[28.342548370361328, 28.147817611694336, 27.23861312866211, 48.2906608581543, 70.3414077758789, 67.84412384033203, 0.38500091433525085, 0.00015942587924655527]","[1.2780266470388448, 1.2692458170541014, 1.2282478255630649, 2.177530071515235, 3.171845818275393, 3.0592378984389224, 0.017360521757786358, 7.188856811399604e-06]","[42.77127456665039, 17.599206924438477, 12.611811637878418, 24.61547088623047, 46.30311584472656, 126.13727569580078, 350.9685974121094, 156.943115234375]","[220.8262176513672, 307.059326171875, 329.8080139160156, 731.3235473632812, 1282.2801513671875, 1064.25244140625, -1.0643885135650635, 0.0002108195621985942]","[0.3513279890640368, 0.4919019869181634, 0.5459806174634654, 0.6828847604893884, 0.8220020043607551, 0.7073484878235052, -0.12466353301060985, 0.059628392127714404]"
21000,0.8889315128326416,"[0.2833865284919739, 1.4445551633834839, 2.128786087036133, 1.8724784851074219, 1.0310227870941162, 0.35013723373413086, 0.0010846471413969994, 1.2554153272503754e-06]",8.505046844482422,"[8.697261810302734, 23.788881301879883, 31.71202850341797, 23.030500411987305, 26.73362159729004, 29.24273109436035, 0.2984783351421356, 0.00021518691210076213]","[1.0226001066584378, 2.797031190640969, 3.7286130321540654, 2.7078628528575535, 3.14326564992799, 3.43827983890898, 0.03509426116045098, 2.530108487766447e-05]","[30.69045639038086, 16.46796226501465, 14.896766662597656, 12.299473762512207, 25.92922592163086, 83.51791381835938, 275.18218994140625, 170.05239868164062]","[16.75912857055664, 107.88516998291016, 162.3649139404297, 109.5438003540039, 112.54316711425781, 69.37942504882812, 0.21102271974086761, -4.386228829389438e-05]","[0.2265646654169784, 0.5332256359254833, 0.6019930169716262, 0.5592522230877172, 0.4949765520824824, 0.278956224086257, 0.08312653777384282, -0.02396617474305022]"
21500,0.9517732858657837,"[0.40059971809387207, 1.5863590240478516, 2.0641937255859375, 1.8289377689361572, 1.3584771156311035, 0.37402549386024475, 0.0015935611445456743, 1.0803326233599364e-07]",13.210145950317383,"[22.496931076049805, 36.6639518737793, 32.22900390625, 28.14836883544922, 45.0985221862793, 38.44707107543945, 0.26437902450561523, 2.0537696400424466e-05]","[1.703003975933309, 2.775438818894989, 2.439715959797982, 2.1308143711139644, 3.413930652688646, 2.9104198560740153, 0.02001333107900018, 1.554691104675572e-06]","[56.15812683105469, 23.11201286315918, 15.613362312316895, 15.390555381774902, 33.19784927368164, 102.79264831542969, 165.90350341796875, 173.9992218017578]","[113.15271759033203, 188.54627990722656, 156.95477294921875, 195.60726928710938, 419.1154479980469, 322.98248291015625, -0.2953374981880188, 1.1098229151684791e-05]","[0.3807449004039432, 0.38928805503680425, 0.3686549146926559, 0.5260465071895642, 0.7034994169280705, 0.6359282122529867, -0.08456370060652765, 0.040906690247726876]"
